,Length,R3,R2,R1
Seq390,18.0,0.23569853603839874,0.3867628574371338,0.3775385916233063
Seq391,40.0,0.24275726079940796,0.36121949553489685,0.3960232436656952
Seq392,16.0,0.32303181290626526,0.3925514221191406,0.28441673517227173
Seq393,20.0,0.8168051242828369,0.057810332626104355,0.12538447976112366
Seq394,32.0,0.29456815123558044,0.3213633894920349,0.38406839966773987
Seq395,24.0,0.24490785598754883,0.3461328446865082,0.4089592397212982
Seq396,27.0,0.30684152245521545,0.3135407567024231,0.37961775064468384
Seq397,13.0,0.3180652856826782,0.42052823305130005,0.26140648126602173
Seq398,25.0,0.17853036522865295,0.44719794392585754,0.3742716908454895
Seq399,43.0,0.9918419122695923,0.002411555266007781,0.005746554583311081
Seq400,131.0,0.22066518664360046,0.3126761019229889,0.46665868163108826
Seq401,27.0,0.1915304809808731,0.39293795824050903,0.41553160548210144
Seq402,30.0,0.24097736179828644,0.3587573766708374,0.4002652168273926
Seq403,63.0,0.23787875473499298,0.3547252118587494,0.4073960781097412
Seq404,68.0,0.14253124594688416,0.38298389315605164,0.4744848906993866
Seq405,36.0,0.289590984582901,0.15137189626693726,0.5590370893478394
Seq406,14.0,0.3916572332382202,0.41243764758110046,0.19590505957603455
Seq407,16.0,0.24872246384620667,0.3806218206882477,0.37065577507019043
Seq408,38.0,0.18635070323944092,0.3636140525341034,0.4500352740287781
Seq409,90.0,0.1111697107553482,0.35056865215301514,0.5382615923881531
Seq410,41.0,0.19649098813533783,0.364859402179718,0.43864956498146057
Seq411,28.0,0.2976667284965515,0.37191325426101685,0.3304200768470764
Seq412,30.0,0.2742770314216614,0.4390067160129547,0.2867162227630615
Seq413,82.0,0.34918519854545593,0.23999078571796417,0.4108240604400635
Seq414,20.0,0.24327123165130615,0.4210274815559387,0.3357012867927551
Seq415,40.0,0.2172136902809143,0.34446412324905396,0.4383222758769989
Seq416,99.0,0.020730353891849518,0.35851752758026123,0.6207520961761475
Seq417,33.0,0.20872116088867188,0.3612934350967407,0.4299854338169098
Seq418,24.0,0.24254368245601654,0.35153016448020935,0.4059261381626129
Seq419,37.0,0.9691761136054993,0.010983187705278397,0.019840722903609276
Seq420,15.0,0.2697054147720337,0.3937058448791504,0.33658868074417114
Seq421,28.0,0.255404531955719,0.3548939526081085,0.3897015154361725
Seq422,30.0,0.3755447566509247,0.3443928360939026,0.28006234765052795
Seq423,17.0,0.2989959716796875,0.33646291494369507,0.3645411431789398
Seq424,21.0,0.21036413311958313,0.384207546710968,0.40542829036712646
Seq425,32.0,0.2776617109775543,0.19826021790504456,0.5240780115127563
Seq426,27.0,0.20196036994457245,0.4034461975097656,0.39459338784217834
Seq427,11.0,0.5199499726295471,0.08923889696598053,0.39081111550331116
Seq428,18.0,0.32332533597946167,0.2888553738594055,0.3878192901611328
Seq429,17.0,0.2959063649177551,0.3958127796649933,0.30828091502189636
Seq430,43.0,0.20119653642177582,0.42138174176216125,0.37742170691490173
Seq431,18.0,0.3129435181617737,0.3506630063056946,0.33639347553253174
Seq432,25.0,0.29354798793792725,0.34917229413986206,0.3572796583175659
Seq433,16.0,0.3598026633262634,0.30514296889305115,0.33505430817604065
Seq434,41.0,0.2875481843948364,0.3833919167518616,0.3290599286556244
Seq435,47.0,0.23240862786769867,0.3472970426082611,0.4202943444252014
Seq436,24.0,0.24850821495056152,0.37162715196609497,0.3798646926879883
Seq437,48.0,0.3006671667098999,0.3269933760166168,0.3723394274711609
Seq438,32.0,0.2848924994468689,0.35364338755607605,0.36146408319473267
Seq439,26.0,0.32660195231437683,0.3787216246128082,0.29467645287513733
Seq440,30.0,0.18632502853870392,0.3907364010810852,0.4229384958744049
Seq441,13.0,0.3381657004356384,0.43493911623954773,0.22689516842365265
Seq442,55.0,0.22960475087165833,0.29111218452453613,0.47928306460380554
Seq443,14.0,0.23747828602790833,0.4093334674835205,0.35318830609321594
Seq444,19.0,0.11142761260271072,0.4702603816986084,0.4183119833469391
Seq445,34.0,0.08933655917644501,0.43582388758659363,0.4748395085334778
Seq446,33.0,0.2594016194343567,0.351375937461853,0.3892224431037903
Seq447,18.0,0.21030889451503754,0.38165056705474854,0.4080406129360199
Seq448,80.0,0.13268186151981354,0.4046168029308319,0.4627014100551605
Seq449,75.0,0.23392105102539062,0.3501332998275757,0.4159456789493561
Seq450,15.0,0.25905346870422363,0.44143933057785034,0.299507200717926
Seq451,13.0,0.3251766264438629,0.3653637170791626,0.3094596266746521
Seq452,41.0,0.21238823235034943,0.407730370759964,0.3798813819885254
Seq453,18.0,0.8403688669204712,0.07451287657022476,0.08511827141046524
Seq454,69.0,0.1285000443458557,0.41840437054634094,0.45309558510780334
Seq455,13.0,0.2999962270259857,0.49253958463668823,0.20746424794197083
Seq456,41.0,0.33463001251220703,0.3609562814235687,0.3044137954711914
Seq457,27.0,0.28051748871803284,0.347515344619751,0.3719671666622162
Seq458,13.0,0.22797641158103943,0.40138986706733704,0.3706338107585907
Seq459,23.0,0.23914118111133575,0.3785514533519745,0.3823074400424957
Seq460,32.0,0.2343323826789856,0.32934826612472534,0.43631935119628906
Seq461,29.0,0.30777594447135925,0.3879633843898773,0.30426061153411865
Seq462,20.0,0.29427579045295715,0.3566751778125763,0.3490489721298218
Seq463,12.0,0.23391135036945343,0.5171926617622375,0.24889597296714783
Seq464,17.0,0.275960236787796,0.35849276185035706,0.36554694175720215
Seq465,32.0,0.23331545293331146,0.33753740787506104,0.4291471540927887
Seq466,34.0,0.24466538429260254,0.40121757984161377,0.3541170656681061
Seq467,12.0,0.2896658480167389,0.48816239833831787,0.22217178344726562
Seq468,18.0,0.29223668575286865,0.39492130279541016,0.3128420114517212
Seq469,32.0,0.222700297832489,0.4296857416629791,0.34761396050453186
Seq470,75.0,0.15627671778202057,0.3479141294956207,0.4958091080188751
Seq471,16.0,0.2676842510700226,0.39871999621391296,0.33359572291374207
Seq472,31.0,0.27539992332458496,0.3038550615310669,0.4207450747489929
Seq473,21.0,0.2963961958885193,0.42830395698547363,0.2752998471260071
Seq474,45.0,0.19528383016586304,0.4273163080215454,0.37739986181259155
Seq475,92.0,0.1443193107843399,0.35063567757606506,0.5050450563430786
Seq476,47.0,0.16198036074638367,0.3866542875766754,0.4513654112815857
Seq477,24.0,0.2267986238002777,0.36098748445510864,0.41221389174461365
Seq478,21.0,0.2548435628414154,0.41489580273628235,0.33026060461997986
Seq479,46.0,0.17970511317253113,0.3718773424625397,0.4484175443649292
Seq480,65.0,0.12153454124927521,0.3900248408317566,0.488440603017807
Seq481,43.0,0.3662448227405548,0.34630608558654785,0.28744903206825256
Seq482,24.0,0.28160589933395386,0.3548610210418701,0.36353304982185364
Seq483,35.0,0.2285536676645279,0.4044618606567383,0.36698442697525024
Seq484,29.0,0.27952101826667786,0.3658181130886078,0.35466086864471436
Seq485,18.0,0.2715863287448883,0.425321489572525,0.30309224128723145
Seq486,46.0,0.16325418651103973,0.38087260723114014,0.4558732807636261
Seq487,13.0,0.29005762934684753,0.4556363523006439,0.2543060779571533
Seq488,33.0,0.3000083267688751,0.39020222425460815,0.30978941917419434
Seq489,54.0,0.22494588792324066,0.36513426899909973,0.4099198579788208
Seq490,98.0,0.17118456959724426,0.36573827266693115,0.463077187538147
Seq491,76.0,0.07348695397377014,0.41862115263938904,0.507891833782196
Seq492,74.0,0.2616215944290161,0.2958172559738159,0.4425611197948456
Seq493,31.0,0.17207178473472595,0.4308110177516937,0.3971172273159027
Seq494,33.0,0.25504061579704285,0.34028708934783936,0.404672235250473
Seq495,19.0,0.22276611626148224,0.42370906472206116,0.3535248041152954
Seq496,45.0,0.19783179461956024,0.40665048360824585,0.3955177664756775
Seq497,20.0,0.2130414843559265,0.4023789167404175,0.3845795691013336
Seq498,22.0,0.33142492175102234,0.39030927419662476,0.2782658338546753
Seq499,13.0,0.26247090101242065,0.4195842742919922,0.31794485449790955
Seq500,32.0,0.19758540391921997,0.33616405725479126,0.46625053882598877
Seq501,49.0,0.25463804602622986,0.370342493057251,0.3750194311141968
Seq502,22.0,0.2645382881164551,0.45779675245285034,0.27766501903533936
Seq503,37.0,0.2894439697265625,0.3228198289871216,0.38773614168167114
Seq504,13.0,0.30932408571243286,0.44459056854248047,0.24608533084392548
Seq505,31.0,0.22182372212409973,0.3412648141384125,0.4369114339351654
Seq506,73.0,0.10507573932409286,0.43298467993736267,0.46193960309028625
Seq507,24.0,0.2559681534767151,0.3489028811454773,0.3951290249824524
Seq508,13.0,0.32264670729637146,0.41724449396133423,0.2601087987422943
Seq509,25.0,0.338864266872406,0.27967509627342224,0.38146060705184937
Seq510,70.0,0.13705697655677795,0.45499929785728455,0.4079437255859375
Seq511,13.0,0.2819654941558838,0.3680049777030945,0.3500295579433441
Seq512,19.0,0.2744223475456238,0.4007796049118042,0.32479801774024963
Seq513,13.0,0.30453628301620483,0.3642043471336365,0.3312593400478363
Seq514,23.0,0.19085697829723358,0.4370485246181488,0.3720945119857788
Seq515,23.0,0.23218849301338196,0.3461359739303589,0.42167553305625916
Seq516,25.0,0.2445874959230423,0.43619266152381897,0.31921976804733276
Seq517,29.0,0.29229483008384705,0.3379344642162323,0.36977067589759827
Seq518,25.0,0.3583466112613678,0.38775357604026794,0.25389987230300903
Seq519,31.0,0.21747098863124847,0.3657051622867584,0.4168238341808319
Seq520,32.0,0.24061182141304016,0.3548552393913269,0.40453293919563293
Seq521,28.0,0.2013256847858429,0.4044643044471741,0.3942100405693054
Seq522,15.0,0.2695915997028351,0.41606801748275757,0.31434038281440735
Seq523,43.0,0.2523195743560791,0.365434855222702,0.38224560022354126
Seq524,11.0,0.46457263827323914,0.0726289302110672,0.4627983868122101
Seq525,60.0,0.13268189132213593,0.3887674808502197,0.47855064272880554
Seq526,79.0,0.22095270454883575,0.33537259697914124,0.4436747431755066
Seq527,13.0,0.33862555027008057,0.3561517298221588,0.30522269010543823
Seq528,13.0,0.35756656527519226,0.3840612471103668,0.2583721876144409
Seq529,17.0,0.2877495288848877,0.44856151938438416,0.26368892192840576
Seq530,17.0,0.21472327411174774,0.3629958927631378,0.42228078842163086
Seq531,64.0,0.23677879571914673,0.35433512926101685,0.4088861346244812
Seq532,24.0,0.2560982406139374,0.343607634305954,0.40029412508010864
Seq533,25.0,0.20735301077365875,0.3134285509586334,0.479218453168869
Seq534,43.0,0.2637472450733185,0.2949809730052948,0.4412718117237091
Seq535,34.0,0.3317415118217468,0.32665637135505676,0.341602087020874
Seq536,24.0,0.25393834710121155,0.4182233512401581,0.327838271856308
Seq537,18.0,0.2513090670108795,0.3954651355743408,0.35322582721710205
Seq538,16.0,0.2792845070362091,0.3824193775653839,0.338296115398407
Seq539,28.0,0.2629033625125885,0.3518562614917755,0.38524043560028076
Seq540,37.0,0.2023048847913742,0.37094661593437195,0.42674848437309265
Seq541,14.0,0.36224696040153503,0.4009115397930145,0.23684154450893402
Seq542,17.0,0.4373692274093628,0.2844300866127014,0.2782007157802582
Seq543,49.0,0.2222270518541336,0.19351503252983093,0.5842579007148743
Seq544,13.0,0.302914023399353,0.3843727707862854,0.3127132058143616
Seq545,24.0,0.35999923944473267,0.38101819157600403,0.2589825689792633
Seq546,27.0,0.35874441266059875,0.4317440092563629,0.20951160788536072
Seq547,19.0,0.28462356328964233,0.36489108204841614,0.35048535466194153
Seq548,13.0,0.346124529838562,0.3694642186164856,0.2844112813472748
Seq549,24.0,0.24473784863948822,0.3489747643470764,0.40628737211227417
Seq550,18.0,0.24363933503627777,0.4177020192146301,0.3386586308479309
Seq551,16.0,0.27297958731651306,0.38607853651046753,0.34094181656837463
Seq552,14.0,0.30094826221466064,0.39274871349334717,0.3063030540943146
Seq553,38.0,0.1854759007692337,0.3662494122982025,0.4482746720314026
Seq554,45.0,0.23598703742027283,0.3994041085243225,0.36460891366004944
Seq555,30.0,0.2516995668411255,0.3486436605453491,0.3996567726135254
Seq556,12.0,0.29061242938041687,0.4530976414680481,0.25628992915153503
Seq557,114.0,0.10088945180177689,0.3957057595252991,0.5034047365188599
Seq558,37.0,0.2975219488143921,0.3890799582004547,0.3133981227874756
Seq559,24.0,0.258760929107666,0.3369227349758148,0.40431633591651917
Seq560,45.0,0.2268574833869934,0.4592873454093933,0.31385520100593567
Seq561,38.0,0.1627020686864853,0.3958583474159241,0.44143950939178467
Seq562,15.0,0.6648901700973511,0.06799082458019257,0.26711905002593994
Seq563,13.0,0.30341440439224243,0.3504498302936554,0.34613582491874695
Seq564,32.0,0.24606797099113464,0.49176567792892456,0.26216626167297363
Seq565,15.0,0.3591122031211853,0.44640490412712097,0.19448286294937134
Seq566,21.0,0.2516472339630127,0.3963310420513153,0.3520216643810272
Seq567,30.0,0.1860542744398117,0.43327900767326355,0.38066673278808594
Seq568,38.0,0.2657260298728943,0.3118148446083069,0.4224591851234436
Seq569,38.0,0.14024172723293304,0.4224603474140167,0.43729791045188904
Seq570,28.0,0.28942328691482544,0.31472912430763245,0.3958476185798645
Seq571,26.0,0.30050623416900635,0.37248218059539795,0.3270115852355957
Seq572,13.0,0.292456716299057,0.3625746965408325,0.34496861696243286
Seq573,38.0,0.2539864480495453,0.3225025534629822,0.42351096868515015
Seq574,59.0,0.11462120711803436,0.4176514744758606,0.4677273631095886
Seq575,21.0,0.261750727891922,0.3680185079574585,0.3702307641506195
Seq576,13.0,0.31698259711265564,0.3553605079650879,0.32765695452690125
Seq577,21.0,0.25613969564437866,0.3732852637767792,0.37057507038116455
Seq578,47.0,0.2600107491016388,0.32322731614112854,0.41676196455955505
Seq579,111.0,0.09273090213537216,0.3934629559516907,0.5138061046600342
Seq580,51.0,0.23608280718326569,0.3305744230747223,0.43334272503852844
Seq581,18.0,0.2197614461183548,0.45728057622909546,0.32295799255371094
Seq582,40.0,0.233280748128891,0.3829948604106903,0.3837244212627411
Seq583,43.0,0.2876971662044525,0.3335120677947998,0.3787907361984253
Seq584,35.0,0.2672556936740875,0.41502243280410767,0.3177219033241272
Seq585,26.0,0.2501881718635559,0.38471686840057373,0.365094929933548
Seq586,20.0,0.3313714861869812,0.4186041057109833,0.2500244081020355
Seq587,98.0,0.20409639179706573,0.3616412580013275,0.4342622756958008
Seq588,149.0,0.1736142933368683,0.35891062021255493,0.4674750566482544
Seq589,34.0,0.07636810839176178,0.43879589438438416,0.48483604192733765
Seq590,14.0,0.3348846733570099,0.3999269902706146,0.2651883661746979
Seq591,31.0,0.29314136505126953,0.3398939371109009,0.3669646680355072
Seq592,39.0,0.21343471109867096,0.3433641493320465,0.4432012438774109
Seq593,37.0,0.1971014440059662,0.3449423611164093,0.45795613527297974
Seq594,53.0,0.15390266478061676,0.38737502694129944,0.4587223529815674
Seq595,24.0,0.1841713935136795,0.4489746391773224,0.3668539822101593
Seq596,20.0,0.2786114811897278,0.4927724301815033,0.2286161184310913
Seq597,36.0,0.1890694946050644,0.3846120536327362,0.42631852626800537
Seq598,29.0,0.24015019834041595,0.4474461078643799,0.3124036490917206
Seq599,34.0,0.2607596814632416,0.36985841393470764,0.36938193440437317
Seq600,84.0,0.20244616270065308,0.3250112235546112,0.4725426733493805
Seq601,34.0,0.15478560328483582,0.3823210597038269,0.46289336681365967
Seq602,37.0,0.23857706785202026,0.35344040393829346,0.40798255801200867
Seq603,47.0,0.20396244525909424,0.3932109773159027,0.40282657742500305
Seq604,22.0,0.28776994347572327,0.35587170720100403,0.3563583791255951
Seq605,19.0,0.32225894927978516,0.30273130536079407,0.3750097453594208
Seq606,13.0,0.3383605480194092,0.3827267587184906,0.27891266345977783
Seq607,100.0,0.07213406264781952,0.39326727390289307,0.5345985889434814
Seq608,31.0,0.30063140392303467,0.33830222487449646,0.36106640100479126
Seq609,12.0,0.23982086777687073,0.45581579208374023,0.30436334013938904
Seq610,27.0,0.27598175406455994,0.37283748388290405,0.3511807322502136
Seq611,21.0,0.320949912071228,0.40101510286331177,0.27803492546081543
Seq612,13.0,0.30661740899086,0.3991084098815918,0.294274240732193
Seq613,37.0,0.2748697102069855,0.3468119502067566,0.3783183991909027
Seq614,24.0,0.25314629077911377,0.3381297290325165,0.40872395038604736
Seq615,45.0,0.10210303217172623,0.38802799582481384,0.5098689794540405
Seq616,48.0,0.11990408599376678,0.4364880323410034,0.4436078667640686
Seq617,30.0,0.28882360458374023,0.42646726965904236,0.284709095954895
Seq618,21.0,0.41755592823028564,0.14628972113132477,0.4361543357372284
Seq619,40.0,0.25399985909461975,0.3673575520515442,0.37864255905151367
Seq620,24.0,0.26900598406791687,0.3480917811393738,0.38290226459503174
Seq621,25.0,0.2999056875705719,0.34381482005119324,0.3562794327735901
Seq622,69.0,0.16097337007522583,0.39280277490615845,0.4462238550186157
Seq623,23.0,0.19075918197631836,0.4257146418094635,0.3835262656211853
Seq624,77.0,0.044888097792863846,0.46455860137939453,0.4905533194541931
Seq625,11.0,0.3671397268772125,0.23563113808631897,0.3972291052341461
Seq626,28.0,0.2583472430706024,0.37255921959877014,0.36909350752830505
Seq627,23.0,0.3004013001918793,0.3265748620033264,0.3730238378047943
Seq628,29.0,0.21193575859069824,0.3641013205051422,0.42396295070648193
Seq629,38.0,0.2839038372039795,0.3773335814476013,0.3387625515460968
Seq630,19.0,0.2689347267150879,0.4431329667568207,0.2879323363304138
Seq631,24.0,0.3119330406188965,0.4778096675872803,0.21025735139846802
Seq632,52.0,0.09475215524435043,0.21397484838962555,0.691273033618927
Seq633,19.0,0.33867016434669495,0.3793177008628845,0.28201210498809814
Seq634,33.0,0.24222882091999054,0.3486640453338623,0.40910711884498596
Seq635,27.0,0.34287798404693604,0.3673847019672394,0.289737343788147
Seq636,33.0,0.17670579254627228,0.3825007677078247,0.44079339504241943
Seq637,59.0,0.2486882507801056,0.3517862856388092,0.3995254337787628
Seq638,60.0,0.0028930462431162596,0.09233857691287994,0.9047684073448181
Seq639,51.0,0.12791010737419128,0.3571978211402893,0.514892041683197
Seq640,12.0,0.2426622360944748,0.40764668583869934,0.34969109296798706
Seq641,24.0,0.20954331755638123,0.37905436754226685,0.4114023447036743
Seq642,23.0,0.22734741866588593,0.11186987161636353,0.6607826352119446
Seq643,21.0,0.32757654786109924,0.38624337315559387,0.2861800789833069
Seq644,19.0,0.2976618707180023,0.4699333906173706,0.23240481317043304
Seq645,23.0,0.21162451803684235,0.4494918882846832,0.338883638381958
Seq646,66.0,0.1795382797718048,0.39255303144454956,0.42790868878364563
Seq647,35.0,0.8379641771316528,0.022779691964387894,0.13925614953041077
Seq648,38.0,0.2483796328306198,0.3405953645706177,0.41102492809295654
Seq649,19.0,0.24940790235996246,0.36084824800491333,0.3897438943386078
Seq650,24.0,0.27015799283981323,0.35379502177238464,0.3760470151901245
Seq651,17.0,0.3291130065917969,0.40686652064323425,0.26402050256729126
Seq652,20.0,0.2699214816093445,0.34632769227027893,0.383750855922699
Seq653,19.0,0.27000391483306885,0.3923547565937042,0.33764132857322693
Seq654,35.0,0.3610990345478058,0.42741724848747253,0.21148371696472168
Seq655,31.0,0.20473305881023407,0.4267021715641022,0.3685647249221802
Seq656,73.0,0.1477968692779541,0.42617467045783997,0.4260285198688507
Seq657,37.0,0.14360837638378143,0.383653849363327,0.4727378189563751
Seq658,39.0,0.23328393697738647,0.3803988993167877,0.3863171339035034
Seq659,16.0,0.2584737539291382,0.4694244861602783,0.2721017301082611
Seq660,45.0,0.17899110913276672,0.4183160066604614,0.40269285440444946
Seq661,26.0,0.26127293705940247,0.37305042147636414,0.3656766414642334
Seq662,27.0,0.2847335934638977,0.3452698886394501,0.36999648809432983
Seq663,38.0,0.15575163066387177,0.41745856404304504,0.426789790391922
Seq664,13.0,0.3071258068084717,0.42046332359313965,0.27241086959838867
Seq665,25.0,0.26925820112228394,0.3609245717525482,0.36981722712516785
Seq666,34.0,0.10862895101308823,0.4022415578365326,0.4891294240951538
Seq667,45.0,0.3054715096950531,0.3726132810115814,0.3219151496887207
Seq668,14.0,0.44502726197242737,0.15122106671333313,0.4037517309188843
Seq669,30.0,0.25788798928260803,0.4012273848056793,0.34088459610939026
Seq670,37.0,0.14715857803821564,0.3831959366798401,0.46964550018310547
Seq671,23.0,0.2588292956352234,0.3456750214099884,0.39549562335014343
Seq672,51.0,0.11665213853120804,0.48396924138069153,0.39937856793403625
Seq673,46.0,0.19020694494247437,0.3670600354671478,0.4427330195903778
Seq674,21.0,0.31549271941185,0.3548542261123657,0.3296530544757843
Seq675,39.0,0.26089444756507874,0.291823148727417,0.4472824037075043
Seq676,16.0,0.29545944929122925,0.38568902015686035,0.3188515901565552
Seq677,24.0,0.24955405294895172,0.3512967824935913,0.3991491496562958
Seq678,39.0,0.21876518428325653,0.35302993655204773,0.42820486426353455
Seq679,44.0,0.285307377576828,0.3156970143318176,0.39899560809135437
Seq680,43.0,0.32384219765663147,0.3174442946910858,0.3587135076522827
Seq681,16.0,0.33672523498535156,0.3269098997116089,0.3363649249076843
Seq682,38.0,0.23502719402313232,0.4180048406124115,0.3469679653644562
Seq683,47.0,0.318082720041275,0.34712663292884827,0.3347906470298767
Seq684,37.0,0.2503663897514343,0.34843364357948303,0.40119990706443787
Seq685,13.0,0.3733975887298584,0.3956042528152466,0.2309981733560562
Seq686,40.0,0.19684575498104095,0.37749969959259033,0.4256545305252075
Seq687,23.0,0.274422824382782,0.3506268262863159,0.3749503791332245
Seq688,53.0,0.25020065903663635,0.3523845970630646,0.3974147439002991
Seq689,38.0,0.29492756724357605,0.4566735327243805,0.24839890003204346
Seq690,14.0,0.28956663608551025,0.46544143557548523,0.24499191343784332
Seq691,25.0,0.234897643327713,0.41233721375465393,0.35276511311531067
Seq692,19.0,0.29884102940559387,0.38135749101638794,0.3198014199733734
Seq693,44.0,0.2247333526611328,0.3932042717933655,0.3820624351501465
Seq694,40.0,0.2660541236400604,0.3492123484611511,0.38473352789878845
Seq695,37.0,0.2160005420446396,0.36184749007225037,0.42215198278427124
Seq696,33.0,0.2584817707538605,0.32311809062957764,0.4184000790119171
Seq697,24.0,0.35404303669929504,0.36586320400238037,0.2800937294960022
Seq698,20.0,0.23078109323978424,0.35312673449516296,0.416092187166214
Seq699,22.0,0.2444499284029007,0.3759019672870636,0.3796481490135193
Seq700,25.0,0.27989277243614197,0.3583921194076538,0.3617151379585266
Seq701,14.0,0.36484092473983765,0.38817405700683594,0.2469850778579712
Seq702,44.0,0.23311243951320648,0.3921915590763092,0.37469595670700073
Seq703,24.0,0.2529694736003876,0.34024474024772644,0.406785786151886
Seq704,42.0,0.2569061517715454,0.38679376244544983,0.35630014538764954
Seq705,13.0,0.3308401107788086,0.41969263553619385,0.24946729838848114
Seq706,101.0,0.17122913897037506,0.3754974603652954,0.45327338576316833
Seq707,56.0,0.20072196424007416,0.3289394676685333,0.4703385829925537
Seq708,27.0,0.29647982120513916,0.32218995690345764,0.3813302516937256
Seq709,93.0,0.14852750301361084,0.2693004310131073,0.5821720957756042
Seq710,39.0,0.274602472782135,0.27269789576530457,0.45269960165023804
Seq711,23.0,0.5549024343490601,0.13716059923171997,0.30793699622154236
Seq712,25.0,0.28934213519096375,0.3514121472835541,0.35924574732780457
Seq713,18.0,0.4966868758201599,0.25141260027885437,0.2519005537033081
Seq714,59.0,0.13545410335063934,0.32882198691368103,0.5357239246368408
Seq715,17.0,0.28499263525009155,0.23629137873649597,0.4787159860134125
Seq716,11.0,0.4036114811897278,0.23629070818424225,0.36009782552719116
Seq717,28.0,0.31929782032966614,0.28456011414527893,0.39614206552505493
Seq718,44.0,0.33849814534187317,0.32304221391677856,0.33845964074134827
Seq719,34.0,0.25520870089530945,0.29932159185409546,0.4454696476459503
Seq720,25.0,0.2569199800491333,0.3220427930355072,0.4210372567176819
Seq721,31.0,0.17633862793445587,0.29953891038894653,0.524122416973114
Seq722,15.0,0.31281450390815735,0.3703652620315552,0.3168202042579651
Seq723,42.0,0.28246545791625977,0.32922279834747314,0.3883117437362671
Seq724,23.0,0.4123348891735077,0.3078662157058716,0.27979886531829834
Seq725,15.0,0.36926278471946716,0.327402800321579,0.30333438515663147
Seq726,41.0,0.24407939612865448,0.3576229214668274,0.39829766750335693
Seq727,22.0,0.40600574016571045,0.30953699350357056,0.284457266330719
Seq728,16.0,0.38242241740226746,0.2436155080795288,0.37396201491355896
Seq729,53.0,0.16465069353580475,0.4694276750087738,0.36592164635658264
Seq730,29.0,0.42366424202919006,0.21842670440673828,0.3579089939594269
Seq731,42.0,0.34318822622299194,0.25521916151046753,0.4015926122665405
Seq732,32.0,0.4234783351421356,0.23467253148555756,0.34184905886650085
Seq733,29.0,0.30331945419311523,0.35403838753700256,0.3426421880722046
Seq734,40.0,0.4758785367012024,0.20606011152267456,0.31806135177612305
Seq735,28.0,0.33676600456237793,0.35296523571014404,0.31026870012283325
Seq736,16.0,0.4008266031742096,0.25204718112945557,0.3471262753009796
Seq737,54.0,0.2968558073043823,0.38107627630233765,0.32206791639328003
Seq738,30.0,0.4373512268066406,0.23896676301956177,0.3236819803714752
Seq739,14.0,0.4879309833049774,0.22610296308994293,0.28596606850624084
Seq740,57.0,0.17430055141448975,0.2865603566169739,0.5391390919685364
Seq741,25.0,0.3061589002609253,0.26482322812080383,0.4290178418159485
Seq742,49.0,0.41990160942077637,0.28480830788612366,0.29529011249542236
Seq743,32.0,0.20884187519550323,0.2383195161819458,0.5528385639190674
Seq744,33.0,0.27299362421035767,0.3631044626235962,0.36390194296836853
Seq745,52.0,0.10213632136583328,0.5257230401039124,0.3721406161785126
Seq746,17.0,0.17650477588176727,0.2703471779823303,0.5531480312347412
Seq747,12.0,0.3476575016975403,0.33842313289642334,0.313919335603714
Seq748,11.0,0.3514656126499176,0.3405977785587311,0.3079366087913513
Seq749,33.0,0.23648950457572937,0.3122594356536865,0.4512510299682617
Seq750,27.0,0.11904114484786987,0.2951848804950714,0.5857739448547363
Seq751,30.0,0.3730594217777252,0.2668379247188568,0.36010271310806274
Seq752,24.0,0.34221509099006653,0.24994586408138275,0.4078390896320343
Seq753,29.0,0.3577289581298828,0.28832998871803284,0.3539411127567291
Seq754,48.0,0.24059221148490906,0.40356725454330444,0.3558405041694641
Seq755,15.0,0.4720286428928375,0.2288958579301834,0.2990754544734955
Seq756,44.0,0.12671057879924774,0.3668791949748993,0.5064102411270142
Seq757,39.0,0.45705029368400574,0.26720908284187317,0.2757406234741211
Seq758,24.0,0.19997435808181763,0.2683742344379425,0.5316514372825623
Seq759,58.0,0.06146844103932381,0.30091387033462524,0.6376177072525024
Seq760,24.0,0.3244394063949585,0.25842806696891785,0.41713255643844604
Seq761,17.0,0.3674623370170593,0.36278554797172546,0.2697521150112152
Seq762,19.0,0.385484904050827,0.28459230065345764,0.32992270588874817
Seq763,22.0,0.4184505045413971,0.22759540379047394,0.3539540767669678
Seq764,58.0,0.008359886705875397,0.2534478008747101,0.7381923198699951
Seq765,15.0,0.3595530688762665,0.2586905360221863,0.38175639510154724
Seq766,67.0,0.15732768177986145,0.35500770807266235,0.4876646399497986
Seq767,35.0,0.16732709109783173,0.515999972820282,0.31667301058769226
Seq768,30.0,0.29649075865745544,0.275206983089447,0.42830219864845276
Seq769,20.0,0.364113986492157,0.361778199672699,0.2741078734397888
Seq770,35.0,0.45254433155059814,0.2594291567802429,0.2880265712738037
Seq771,40.0,0.2841351330280304,0.27042916417121887,0.4454357326030731
Seq772,23.0,0.39820775389671326,0.3510648012161255,0.25072744488716125
Seq773,70.0,0.18691979348659515,0.35974669456481934,0.4533334970474243
Seq774,82.0,0.274281769990921,0.4498943090438843,0.2758238613605499
Seq775,78.0,0.22838984429836273,0.3403299152851105,0.431280255317688
Seq776,30.0,0.19699256122112274,0.3101581037044525,0.49284932017326355
Seq777,23.0,0.31500354409217834,0.336429625749588,0.34856680035591125
Seq778,24.0,0.4397450387477875,0.2851467728614807,0.2751082181930542
Seq779,24.0,0.34104692935943604,0.39233407378196716,0.26661890745162964
